time,spasticity_signal
2.2800000000000002,0.6794590395925384
2.3000000000000003,0.5295397887520603
2.32,0.7399838639999974
2.34,0.7268642880931339
2.36,0.6752809652243459
2.38,0.9095849052770721
2.4,1.3754112949169692
2.42,1.2971827220430512
2.44,1.3077482088713004
2.46,1.1126080205445157
2.48,1.1031751830050247
2.5,0.9517656582123373
2.52,1.32556937937406
2.54,1.1325098370141484
2.56,1.124995235842695
2.58,1.2242340283471254
2.6,0.9188172414616608
2.62,1.1844405698925102
2.64,0.7365917691919657
2.66,0.6804205192640509
2.68,0.9892893388507473
2.7,0.8122257907162249
2.72,0.7082462584214534
2.74,0.2977215674479686
2.7600000000000002,0.6114694780433922
2.7800000000000002,0.5999257329748001
2.8000000000000003,0.2414180780692939
2.82,0.12456811210947971
2.84,0.3503646486982001
2.86,0.0
2.88,0.0
2.9,0.3004923212548416
2.92,0.20687505042018445
2.94,0.5363565299957592
2.96,0.4198438421935519
2.98,0.5749154790921237
3.0,0.6390741715634642
3.02,0.6780995523974012
3.04,0.8706811682615501
3.06,1.1472157226752138
3.08,0.8406709205407333
3.1,1.1074140862534794
3.12,1.0080356158323602
3.14,1.1134481042024023
3.16,1.2890571897178442
3.18,1.186985221660104
3.2,1.435316998749346
3.22,0.9717308937210745
3.24,0.9227734405618618
3.2600000000000002,1.127686078650229
3.2800000000000002,1.181525388152339
3.3000000000000003,1.2660273572671037
3.3200000000000003,0.9661054834001876
3.34,1.0077851091204837
3.36,2.039726272275983
3.38,2.2581250037239786
3.4,2.1827256887092292
3.42,2.0028189769634204
3.44,1.8643160315766025
3.46,1.7787827086998405
3.48,1.5374871382268596
3.5,1.3540667824740937
3.52,1.61414057578041
3.54,1.4535533592549543
3.56,1.3312126451660198
3.58,1.1649287460514355
3.6,1.2001430063603857
3.62,1.5910753973632075
3.64,1.6173459785873376
3.66,1.6381073398258021
3.68,1.9516603141019462
3.7,0.8840206942050168
3.72,0.9648936070162406
3.74,0.7327636796401551
3.7600000000000002,0.9610677729250519
3.7800000000000002,1.0837191898799603
3.8000000000000003,0.7946579036516159
3.8200000000000003,1.446092627155865
3.84,1.0182836205388228
3.86,1.2693281950892532
3.88,1.2731929545274336
3.9,1.3663136135682399
3.92,1.172416760478282
3.94,1.0559129800504987
3.96,1.189612715078088
3.98,1.196324306974186
4.0,0.9707653421213691
4.0200000000000005,1.2948350765763799
4.04,0.740778936715519
4.0600000000000005,1.0911853873814297
4.08,1.1102864075253933
4.1,0.7917886648962883
4.12,0.5463145254321937
4.14,0.6931167874792034
4.16,0.6016019624661042
4.18,0.471232565803134
4.2,0.25602134655742104
4.22,0.7774406206322815
4.24,0.21813502352835745
4.26,0.04276244298479277
4.28,0.0
4.3,0.15346090363335851
4.32,0.19049514666323455
4.34,0.07442650464106992
4.36,0.30814727759545724
4.38,0.5384324676219038
4.4,0.5035339947601756
4.42,0.7871080678960891
4.44,0.800216248938684
4.46,0.9743238979115867
4.48,1.0195730648947157
4.5,1.0368743890546706
4.5200000000000005,1.2621632465599104
4.54,0.8662081168316708
4.5600000000000005,0.8834894861118671
4.58,1.0251245279762315
4.6000000000000005,1.1202229648845197
4.62,1.1573068833059232
4.64,0.9212009281935245
4.66,1.3932787501119135
4.68,1.1789000641419123
4.7,1.1847866409114776
4.72,0.9556917628706562
4.74,1.0462714351571287
4.76,0.9753129121937858
4.78,1.0215854517425502
4.8,1.0797964359257404
4.82,0.8577425224384663
4.84,0.651075931921471
4.86,0.735879226135124
4.88,0.6183939064340185
4.9,0.3706738990752964
4.92,0.4055811306245021
4.94,0.042915827828449216
4.96,0.20568296656605609
4.98,0.0
5.0,0.0
5.0200000000000005,0.21550459132249716
5.04,0.11857578151540403
5.0600000000000005,0.332764489434741
5.08,0.43940802588957756
5.1000000000000005,0.46823169496146466
5.12,0.4123271410482283
5.14,0.4999909663922665
5.16,0.6455692800176224
5.18,0.9069524150014476
5.2,1.0652977406411215
5.22,0.8303317607438895
5.24,0.936774041162555
5.26,1.0277707210930493
5.28,1.3359397485095854
5.3,1.0609596594717035
5.32,1.3296543438860755
5.34,1.1307246170244014
5.36,1.1434860157600084
5.38,1.1081156594653143
5.4,1.1443519097072181
5.42,0.9837769777753499
5.44,1.0954569994656258
5.46,0.9290920382376566
5.48,1.011940853411783
5.5,0.6779870624529137
5.5200000000000005,0.7978406542992376
5.54,0.7788086748791533
5.5600000000000005,0.6720436741902205
5.58,0.37998896411469674
5.6000000000000005,0.5933760172450545
5.62,0.24431387297493137
5.64,0.6826268763771447
5.66,0.4752434354500006
5.68,0.44760645441508995
5.7,0.06522931634887827
5.72,0.0
5.74,0.4011959388979559
5.76,0.2645158187549195
5.78,0.6091243833911095
5.8,0.6240548924717071
5.82,0.5881074962692949
5.84,0.47299608124226267
5.86,0.5801635296212616
5.88,0.7614881083678127
5.9,0.8811922582558697
5.92,0.9205249863232078
5.94,1.0457055481579622
5.96,1.2742522801544136
5.98,1.3787524765045038
6.0,0.892067548064863
6.0200000000000005,1.2403058610350925
6.04,1.3349952374455734
6.0600000000000005,1.2196447104630423
6.08,1.2770999049195342
6.1000000000000005,1.089383265949704
6.12,1.1863199203911068
6.140000000000001,1.124493951402395
6.16,1.0048627948130129
6.18,0.9912140027512154
6.2,1.077759339063639
6.22,0.9024924587328035
6.24,0.8752897837772561
6.26,0.7789353751133569
6.28,0.660516350776719
6.3,0.4769694195868961
6.32,0.3608776209702236
6.34,0.4809572258646831
6.36,0.2953876505365458
6.38,0.06852517433128139
6.4,0.06526774807029685
6.42,0.10587945435072546
6.44,0.13681620543226503
6.46,0.0
6.48,0.35168569680875755
6.5,0.08927916835200156
6.5200000000000005,0.37816585941980685
6.54,1.7284658739545056
6.5600000000000005,1.529444821732803
6.58,1.9121217553525647
6.6000000000000005,1.8741267570772122
6.62,2.212055947041998
6.640000000000001,2.2351848294840693
6.66,2.1127870891830147
6.68,2.07107254510154
6.7,2.3436345767334092
6.72,2.239942144642304
6.74,2.3256028735805323
6.76,2.3043297923625548
6.78,2.276616102949362
6.8,2.0687543253975367
6.82,2.358939231717106
6.84,2.109059314562304
6.86,2.387200757521706
6.88,1.0189140658412248
6.9,1.0710042995632891
6.92,1.227706388564278
6.94,0.9973421185430701
6.96,0.7408302001759991
6.98,0.9357299430199273
7.0,0.6964166880058253
7.0200000000000005,0.7277769012251439
7.04,0.46107349551389076
7.0600000000000005,0.472103675838649
7.08,0.5619487139157564
7.1000000000000005,0.22447846939813704
7.12,0.45925642451645243
7.140000000000001,0.21283177646303236
7.16,0.1831378328673272
7.18,0.21108433651629593
7.2,0.21531014563231127
7.22,0.5018347613857901
7.24,0.5027994051895338
7.26,0.6436371430757459
7.28,0.859341829071395
7.3,0.7008035740163183
7.32,0.9301916190412444
7.34,0.6120315293835892
7.36,1.1717900840636206
7.38,0.8462009588923102
7.4,1.0719040494521674
7.42,1.1757188002561691
7.44,1.2139125697222601
7.46,1.249220313335492
7.48,1.2750739315449864
7.5,1.5110092287121724
7.5200000000000005,1.3963044899174912
7.54,1.2843393466971487
7.5600000000000005,0.8782778276847254
7.58,1.0467523405553814
7.6000000000000005,1.3305818672754377
7.62,0.7205934666446847
7.640000000000001,0.9022215945368371
7.66,0.810884994023491
7.68,1.1571543621302325
7.7,0.6862354296502213
7.72,2.0339789409714775
7.74,1.8298720824379384
7.76,1.6003294286364107
7.78,1.7446193146561284
7.8,1.5190224124520217
7.82,1.3872053628086989
7.84,1.4030071546651186
7.86,1.2414519434316496
7.88,1.3996319822212189
7.9,1.4157121373178259
7.92,1.6114490299173034
7.94,1.7890626013726831
7.96,1.7993734046225103
7.98,2.082593819985414
8.0,2.00828691119344
8.02,2.293144193036609
8.040000000000001,2.2332076267947607
8.06,0.8090252269908992
8.08,1.1855790051519624
8.1,1.0797893664858074
8.120000000000001,1.3159042100619396
8.14,1.3664031885485055
8.16,1.085491448078571
8.18,1.2840931168097875
8.2,1.0965045837595169
8.22,1.1140541877367671
8.24,1.0682039111873467
8.26,1.4493171046855453
8.28,1.3776781373864855
8.3,1.3389459336731682
8.32,0.8826106949948171
8.34,1.11313172415923
8.36,0.9096643813880245
8.38,0.8016190327281076
8.4,0.8042552338533758
8.42,0.7768865480579298
8.44,0.6754618970958787
8.46,0.41100967760262996
8.48,0.4250574050279199
8.5,0.4833891169791882
8.52,0.49820426125165046
8.540000000000001,0.2478430168260355
8.56,0.0
8.58,0.3231196564533406
8.6,0.2870891452610443
8.620000000000001,0.2222975547803573
8.64,0.15969048933716526
8.66,0.1652990621401571
8.68,0.8030680471430048
8.700000000000001,0.7910051251457461
8.72,0.6871020719891194
8.74,0.8689762644567663
8.76,0.7250590021388134
8.78,1.1261487195134663
8.8,0.8809827183173431
8.82,0.9228757543560833
8.84,1.303207625085853
8.86,1.0258445553230646
8.88,1.1657597766561587
8.9,1.3636266160631216
8.92,1.233669300834813
8.94,1.380678807033202
8.96,1.0303453230814401
8.98,1.1605739503874866
9.0,1.2664170548914555
9.02,1.155670079942042
9.040000000000001,2.714685201982111
9.06,2.5912072061131095
9.08,2.5444878893446834
9.1,2.4466565267051616
9.120000000000001,2.5372473479883726
9.14,2.186871937787128
9.16,2.2606434512224824
9.18,2.238462780007741
9.200000000000001,2.047870157821619
9.22,2.084820439295777
9.24,1.7802688201396095
9.26,1.9095517530735666
9.28,1.872878914444391
9.3,1.6221295482706426
9.32,1.7230624344286354
9.34,1.689422707079114
9.36,2.0641475035707098
9.38,0.8031224032124099
9.4,0.5308728983095297
9.42,0.6613382542327906
9.44,0.48361428255163025
9.46,0.7243857137692042
9.48,1.0404404688768563
9.5,1.1365631009773562
9.52,1.1668376226204966
9.540000000000001,1.2663215197184228
9.56,1.086543556354596
9.58,1.0900359622881355
9.6,1.4657238171202267
9.620000000000001,1.0787818091106414
9.64,1.1882069992821946
9.66,1.1836083478713588
9.68,1.1268224483644163
9.700000000000001,1.1295194038984842
9.72,1.0998572257056205
9.74,1.1361903274775103
9.76,1.0209679667296059
9.78,1.1522975849770603
9.8,0.884370585244001
9.82,0.8321531541543229
9.84,0.8150619704706296
9.86,0.4640661252785529
9.88,0.5025110237838544
9.9,0.6165907321371185
9.92,0.4674255652972109
9.94,0.32662567198052395
9.96,0.27294348989467143
9.98,0.0
10.0,0.03134090948055815
10.02,0.011945945126449864
10.040000000000001,0.2715483944841114
10.06,0.5605450432149413
10.08,0.2274508310531777
10.1,0.7482620117489438
10.120000000000001,0.5123408498001939
10.14,0.7722567272186586
10.16,0.631681864328722
10.18,0.8061205763182326
10.200000000000001,0.7537241940740572
10.22,1.1785071719808264
10.24,1.3534929768032982
10.26,1.0101075156545472
10.28,1.0821761266404613
10.3,1.3457675120471404
10.32,1.0657684338757747
10.34,1.0034805270333496
10.36,1.3064992314922872
10.38,1.1974379089878064
10.4,1.3755895383897685
10.42,1.156072409216856
10.44,0.8625338035012413
10.46,1.3746545363182425
10.48,0.975971333048071
10.5,1.0668607820153653
10.52,0.9143222923804682
10.540000000000001,0.6425844125493032
10.56,0.48231695971886906
10.58,0.8520451970183605
10.6,0.6669686834605726
10.620000000000001,0.7628064696688023
10.64,0.41211620694647916
10.66,0.3120009074874249
10.68,0.1215749163543641
10.700000000000001,0.0
10.72,0.1400075277035675
10.74,0.10317059220857444
10.76,0.24445787980253098
10.78,0.36445086275700667
10.8,0.6363533444417196
10.82,1.5499016037413496
10.84,1.565529272458381
10.86,1.7533238482158884
10.88,2.119305466651618
10.9,1.9563348014933046
10.92,1.9980888368886787
10.94,1.9951952555391463
10.96,2.049174700707863
10.98,1.9817213036251313
11.0,2.0951923570217956
11.02,2.228622564369292
11.040000000000001,2.0402664591608883
11.06,2.204890256287849
11.08,2.0557624331787996
11.1,2.0953578502310983
11.120000000000001,2.1410861781172303
11.14,2.1803593209322925
11.16,1.0935450377028784
11.18,1.271842845058296
11.200000000000001,1.2008780244091426
11.22,0.9203170568368768
11.24,0.8562690140371647
11.26,0.6962822495168214
11.28,0.9747677203442486
11.3,0.8192514690433987
11.32,0.40335014620957466
11.34,0.44202500951249596
11.36,0.5580786622221634
11.38,0.19743052546016673
11.4,0.08247583669421325
11.42,0.19492191109886697
11.44,0.0
11.46,0.4928902571568619
11.48,0.32347374144098023
11.5,0.30538924500785025
11.52,0.05422655659508241
11.540000000000001,0.6877267568328161
11.56,0.45389849501148655
11.58,0.7970024624476472
11.6,0.8748093880942668
11.620000000000001,0.978323361756596
11.64,0.7329409725887173
11.66,0.9198105706243151
11.68,1.1527046576122442
11.700000000000001,1.2066821452941094
11.72,1.3771920966889937
11.74,1.068765934594433
11.76,0.9886067188047534
11.78,0.9606423019977066
11.8,1.2159198652376015
11.82,1.349762564151718
11.84,1.091337455783342
11.86,1.047638740371198
11.88,1.223543740168616
11.9,1.059575891760574
11.92,0.9579633563788551
11.94,0.8602815087132485
11.96,0.8799898954591003
11.98,0.7432536836209269
12.0,0.7838529265082056
12.02,0.5004256913884384
12.040000000000001,0.5614648717376057
12.06,0.3086938003254303
12.08,0.137647232905691
12.1,0.3403625461930627
12.120000000000001,0.10164335120639617
12.14,0.0
12.16,0.0
12.18,0.13308201174662376
12.200000000000001,0.4771972129569889
12.22,0.4349906494772262
12.24,0.655291060232597
12.26,0.6858825770936434
12.280000000000001,0.8640336577243078
12.3,0.7920367608686212
12.32,0.9642511565658082
12.34,0.6595277868798256
12.36,1.0288892452247382
12.38,0.7367642128271455
12.4,1.223030134566935
12.42,1.5310339171849796
12.44,1.1216315536320434
12.46,1.4021278593047803
12.48,1.3281179012375561
12.5,1.1669354998916341
12.52,1.1247865078062438
12.540000000000001,1.2634672030761107
12.56,1.1835317089081885
12.58,1.1515756331727975
12.6,1.0666235786378144
12.620000000000001,0.9849266539956713
12.64,0.8436588483076541
12.66,0.684547037685746
12.68,0.8285763913923937
12.700000000000001,0.813681123951687
12.72,0.4675452495973116
12.74,0.4796202806702736
12.76,0.2577059075193428
12.780000000000001,0.5163631296798763
12.8,0.4584133672439892
12.82,0.11378307572579639
12.84,0.07357346953088083
12.86,0.06307694839553615
12.88,0.08296099704321466
12.9,0.30594568520243476
12.92,0.5961402600524137
12.94,0.5783169342793758
12.96,0.6457845736668835
12.98,0.8933093671143797
13.0,0.5150114217046102
13.02,0.8400153602542064
13.040000000000001,0.6166018149581807
13.06,1.1957183049390694
13.08,1.1069461438853454
13.1,1.040252292758497
13.120000000000001,1.0300508131615134
13.14,1.051619455446079
13.16,1.124412418596367
13.18,0.949907840951228
13.200000000000001,1.1225973566246759
13.22,1.1213367580159492
13.24,1.0639474033533562
13.26,1.0950786437072026
13.280000000000001,1.1105501612385862
13.3,1.1506148360088355
13.32,1.1947458315880326
13.34,0.9617327421606658
13.36,0.6652549940015973
13.38,0.8625400128336925
13.4,0.7031018283818071
13.42,0.7397423814491925
13.44,0.4348145635616414
13.46,0.4402336089976615
13.48,0.3397700148880193
13.5,0.41582378164840206
13.52,0.14580780980862967
13.540000000000001,0.03978902222955977
13.56,0.007754643510704644
13.58,0.08246031101745435
13.6,0.030249253949212435
13.620000000000001,0.018916427568731436
13.64,0.20558321410894334
13.66,0.4437712859172806
13.68,0.5845744631547637
13.700000000000001,0.851839867489967
13.72,0.5375142257666556
13.74,0.6842628803056863
13.76,1.0024359010565407
13.780000000000001,0.8236630014199907
13.8,1.0585674584823286
13.82,1.164072241652996
13.84,1.074821023438905
13.86,1.2389345452934186
13.88,1.4139114179678693
13.9,1.2901026438219174
13.92,1.2917315427758984
13.94,1.3990651199651136
13.96,1.3787560197019844
13.98,1.3954756433667965
14.0,1.0622775873256212
14.02,1.0646045253636567
14.040000000000001,0.9604418343292778
14.06,0.9517844705345104
14.08,0.7463811752980938
14.1,0.709266791294294
14.120000000000001,0.7665150020083786
14.14,0.46612897775424883
14.16,0.5295481716965186
14.18,0.3585925343615214
14.200000000000001,0.5707337644803581
14.22,0.4984102707187156
14.24,0.3068191287122805
14.26,0.23674926549252878
14.280000000000001,0.23339268926136036
14.3,0.19258694134375864
14.32,0.25084497284109075
14.34,0.8828319607837924
14.36,0.959295756509533
14.38,1.3100076503037998
14.4,1.5534790453911196
14.42,1.522039285025671
14.44,1.614007627414594
14.46,1.4795342849038866
14.48,1.6359895641176434
14.5,2.014362266268262
14.52,1.806406178480767
14.540000000000001,1.865810956817731
14.56,1.8191244874384005
14.58,2.2287423712091305
14.6,1.870337989835372
14.620000000000001,2.13676784348767
14.64,1.8138673240789531
14.66,1.7338001542234043
14.68,1.2040971131826794
14.700000000000001,1.0910638094756073
14.72,1.2938531281947971
14.74,1.1882908799147491
14.76,1.2259634967223314
14.780000000000001,0.974904535810383
14.8,0.9024135442187824
14.82,0.8296383999675137
14.84,1.1132657003108408
14.86,0.6228187187622088
14.88,0.7901479073954806
14.9,0.24388497574425672
14.92,0.09464831173996918
14.94,0.3046508822997214
14.96,0.07504977628062315
14.98,0.0
15.0,0.28056374017591335
15.02,0.2866552777487617
15.040000000000001,0.3750860273943658
15.06,0.3424380580719546
15.08,0.5400311960112685
15.1,0.3934799522443606
15.120000000000001,0.6501643633025951
15.14,0.7446088811119752
15.16,0.9887375653781296
15.18,0.9589035776967205
15.200000000000001,0.8128429011427307
15.22,0.8670560558023948
15.24,1.2958469859219148
15.26,0.9686224876950109
15.280000000000001,0.9925667097774438
15.3,1.2038582471857588
15.32,0.9431683353090067
15.34,0.9761475557915482
15.36,1.310789774761112
15.38,1.2804198568748468
15.4,1.247088611681884
15.42,1.5093117154881976
15.44,1.240125607039925
15.46,1.251125891657781
15.48,0.8620504330537695
15.5,0.9270385714828951
15.52,0.7585140012943943
15.540000000000001,0.8756139615118471
15.56,0.8190434631454391
15.58,0.6022041860093991
15.6,0.5737884319349744
15.620000000000001,0.58680003724298
15.64,0.4364067032452702
15.66,0.38504184238865974
15.68,0.16409788783061247
15.700000000000001,0.0
15.72,0.0
15.74,0.003271282545375842
15.76,0.33059120417469934
15.780000000000001,0.41581510319787784
15.8,0.40070087251479025
15.82,0.555790951640313
15.84,0.39671734193889835
15.860000000000001,0.7340469605083058
15.88,0.8467348842349435
15.9,0.7280705742608571
15.92,1.0127130328678862
15.94,0.850334444287153
15.96,1.145105252326695
15.98,1.1169304570538041
16.0,1.274170397374465
16.02,1.2979192985061385
16.04,1.4117203398543265
16.06,1.138501178054764
16.080000000000002,1.327667520664417
16.1,1.1465706881945745
16.12,1.1831096690090683
16.14,1.131637039874432
16.16,0.9802045881231176
16.18,1.0964124678730143
16.2,1.1960844910335708
16.22,0.9126168351778394
16.240000000000002,1.050690456939002
16.26,0.4186238466458565
16.28,0.9751484194768455
16.3,0.4706416190991922
16.32,0.6214108402400599
16.34,0.6722716984831465
16.36,0.13882062686538768
16.38,0.31263594235394804
16.4,0.3553991109140411
16.42,0.06405907748845407
16.44,0.04537706229935759
16.46,0.17125103248805532
16.48,0.3088877503111685
16.5,0.45633667529062
16.52,0.5551995820763713
16.54,0.4727519562672592
16.56,0.5939004978694136
16.580000000000002,0.8803140342163167
16.6,1.0417662074157423
16.62,0.8848100078881634
16.64,0.9183205050168273
16.66,1.0951863869278917
16.68,1.2252244873874725
16.7,1.145005259279926
16.72,1.1749409702856837
16.740000000000002,1.3177060364561757
16.76,1.2708145591710924
16.78,1.3658679482411824
16.8,1.2169070530531472
16.82,1.1602391691014724
16.84,1.1278512517229453
16.86,0.961167466546662
16.88,1.185715611343977
16.9,0.9783918246533385
16.92,1.2279595951857583
16.94,0.8022232470009099
16.96,0.8672196644619374
16.98,0.6690430569306468
17.0,0.7011887705478904
17.02,0.4656854186917936
17.04,0.37060169683989697
17.06,0.4103989456543129
17.080000000000002,0.41755800873832377
17.1,0.4665873852456844
17.12,0.3420445061865758
17.14,0.0
17.16,0.0437186526231478
17.18,0.49966768246493865
17.2,0.2201974218146761
17.22,2.0890399963600235
17.240000000000002,2.147294143511696
17.26,2.40472448140886
17.28,2.5574052919448422
17.3,2.5178910477716894
17.32,2.4723884217055603
17.34,2.775260347865079
17.36,2.7378701681174173
17.38,2.5711068652671294
17.400000000000002,2.6807823474027463
17.42,3.0466952581846702
17.44,3.103294633112682
17.46,2.90989962493782
17.48,3.046049218880726
17.5,3.073834288585957
17.52,2.8754236391122565
17.54,2.8705200772791137
17.56,1.230684010087259
17.580000000000002,1.2373981324351968
17.6,0.9429986868912492
17.62,0.9983407374157418
17.64,1.0922038619292354
17.66,1.1456029844717357
17.68,0.8067187020798189
17.7,0.6566446490562671
17.72,0.6059294219357642
17.740000000000002,0.5295035664246268
17.76,0.48046810892506975
17.78,0.2017715191940678
17.8,0.4174350712592936
17.82,0.0
17.84,0.0
17.86,0.0
17.88,0.20935779682268657
17.900000000000002,0.10834877342778274
17.92,0.3822138080914907
17.94,0.4373282791598111
17.96,0.26891039335586286
17.98,0.8029257056973684
18.0,0.6819625978145162
18.02,0.7986121661866542
18.04,0.6512544646642705
18.06,0.9171020275273273
18.080000000000002,1.1287166236159876
18.1,1.0153343545029765
18.12,0.967149418138522
18.14,1.1283177222474026
18.16,1.161691733481836
18.18,1.3204811524623385
18.2,1.3662932931455924
18.22,1.376512307614437
18.240000000000002,1.199495522120537
18.26,1.4410471179654798
18.28,0.8521332771398729
18.3,1.2130739371348476
18.32,1.024151241593382
18.34,0.7568056527632091
18.36,2.4837405451922665
18.38,2.5959652879511212
18.400000000000002,2.525165954115907
18.42,2.3471153848744066
18.44,2.359541485627778
18.46,2.1484743225522696
18.48,2.237296042203075
18.5,2.084030560837304
18.52,1.7700429186678766
18.54,1.8584423697902084
18.56,1.8509731189728642
18.580000000000002,1.60504134785554
18.6,1.604473512647668
18.62,1.8503056973749021
18.64,2.118751076581173
18.66,2.053827927899068
18.68,2.3194260424536424
18.7,0.40804068366179647
18.72,0.5858916269670011
18.740000000000002,0.8767143320289396
18.76,0.9277123675868827
18.78,0.9131766938824707
18.8,0.9166003580234712
18.82,1.2000165924787909
18.84,1.0733458795040467
18.86,1.3841130422207715
18.88,1.171011832838043
18.900000000000002,1.1940393015284665
18.92,1.1238753551643028
18.94,1.3669163641514994
18.96,0.9863167022656962
18.98,1.285384645748628
19.0,1.0871286525324777
19.02,0.9262048635720269
19.04,1.0902639028042933
19.06,0.8739139428460928
19.080000000000002,1.143270261578918
19.1,0.7890129705399508
19.12,0.6310380754961256
19.14,0.5313860402632598
19.16,0.8650049884623168
19.18,0.5707236479871969
19.2,0.3713011500394625
19.22,0.44631173109226874
19.240000000000002,0.2313807696215648
19.26,0.1291912014572795
19.28,0.17885067750995104
19.3,0.1873289914312011
19.32,0.0
19.34,0.2924766950675012
19.36,0.5177885817986204
19.38,0.5327378730816056
19.400000000000002,0.6022016248071628
19.42,0.3550161340036872
19.44,0.9165279420487717
19.46,0.7295545156438823
19.48,0.908776476828289
19.5,1.0999163651179584
19.52,1.1917262129031387
19.54,0.9632714943378237
19.56,1.187700669741252
19.580000000000002,1.0911935242451347
19.6,1.1686871135788734
19.62,1.2083910098780977
19.64,1.3669746552632187
19.66,1.1309676492053962
19.68,1.4294921199591162
19.7,1.2186752413446396
19.72,0.783622361293359
19.740000000000002,1.0880180975758402
19.76,0.7894815523282526
19.78,1.0427386823400777
19.8,0.9282404971763583
19.82,0.859154701644728
19.84,1.1140360349666887
19.86,0.6373362894074237
19.88,0.6714692897286099
19.900000000000002,0.9853663896594336
19.92,0.5843151496560659
19.94,0.36105350110606854
19.96,0.29015977740158166
19.98,0.08248036423323904
20.0,0.13135118893756223
20.02,0.0
20.04,0.24034120685570648
20.06,0.21047702834296045
20.080000000000002,1.9673279028946595
20.1,2.1933483239647926
20.12,1.8889133543617822
20.14,2.1817047843899786
20.16,2.325610457747406
20.18,2.245339725713983
20.2,2.43559943267965
20.22,2.5861520726305915
20.240000000000002,2.565464159260175
20.26,2.503539353999871
20.28,2.765658598258499
20.3,2.888426817628123
20.32,2.6941694081988348
20.34,2.8436072130409875
20.36,2.733496015839452
20.38,2.4880003529491383
20.400000000000002,2.7889136004423425
20.42,1.3361300886616996
20.44,1.319847819558034
20.46,1.0699250194055234
20.48,1.441887737842245
20.5,1.0739417365345005
20.52,0.9150314128268625
20.54,0.6554542372006222
20.56,0.6291943572021406
20.580000000000002,0.5791434842951773
20.6,0.39288059577475115
20.62,0.7502011529141734
20.64,0.5058230108696546
20.66,0.0
20.68,0.19151602080670743
20.7,0.12312432332869098
20.72,0.04077710068680731
20.740000000000002,0.5539010607121105
20.76,0.1423671844703318
20.78,0.597202032372151
20.8,0.42912551679993177
20.82,0.8806666685937372
20.84,0.18386877729619866
20.86,0.7544277262469508
20.88,1.109746922761392
20.900000000000002,0.967996351945395
20.92,0.7707792678942477
20.94,0.7411290604325314
20.96,0.9413993439868842
20.98,0.9238917648202908
21.0,0.9373955028778561
21.02,1.428095845477987
21.04,1.1889210621632096
